Name	Symbol
"X-linked intellectual disability, Golabi-Ito-Hall type"	PQBP1
Timothy syndrome type 2	CACNA1C
Hamel cerebro-palato-cardiac syndrome	PQBP1
"X-linked intellectual disability, Porteous type"	PQBP1
Hemoglobin H disease	HBA2
Hemoglobin H disease	HBA1
Dent disease type 1	CLCN5
Dent disease type 2	OCRL
Infantile nephronophthisis	NPHP3
Infantile nephronophthisis	INVS
Infantile nephronophthisis	NEK8
Infantile nephronophthisis	TTC21B
Infantile nephronophthisis	ANKS6
Infantile nephronophthisis	CEP83
Infantile nephronophthisis	ZNF423
Juvenile nephronophthisis	NPHP1
Juvenile nephronophthisis	NPHP4
Juvenile nephronophthisis	GLIS2
Juvenile nephronophthisis	WDR19
Juvenile nephronophthisis	ANKS6
Juvenile nephronophthisis	MAPKBP1
Juvenile nephronophthisis	ADAMTS9
Late-onset nephronophthisis	NPHP3
Late-onset nephronophthisis	XPNPEP3
Late-onset nephronophthisis	MAPKBP1
Primary hyperoxaluria type 1	AGXT
Antley-Bixler syndrome without genital anomaly or disorder of steroidogenesis	FGFR2
Congenital thrombotic thrombocytopenic purpura	ADAMTS13
Distal renal tubular acidosis with anemia	SLC4A1
Combined immunodeficiency due to RELA haploinsufficiency	RELA
Autosomal dominant distal renal tubular acidosis	SLC4A1
Autosomal recessive proximal renal tubular acidosis	SLC4A4
Cystinuria type B	SLC7A9
Cystinuria type A	SLC3A1
Xanthinuria type II	MOCOS
Xanthinuria type I	XDH
Primary hyperoxaluria type 3	HOGA1
Primary hyperoxaluria type 2	GRHPR
Nephrogenic syndrome of inappropriate antidiuresis	AVPR2
VEXAS syndrome	UBA1
Bartter syndrome type 3	CLCNKB
Complete atrioventricular septal defect-tetralogy of Fallot	NR2F2
Complete atrioventricular septal defect-tetralogy of Fallot	GATA4
Complete atrioventricular septal defect-tetralogy of Fallot	CRELD1
Complete atrioventricular septal defect with ventricular hypoplasia	NR2F2
Complete atrioventricular septal defect with ventricular hypoplasia	CRELD1
Complete atrioventricular septal defect with ventricular hypoplasia	GATA6
Complete atrioventricular septal defect with ventricular hypoplasia	GATA4
"Atrial septal defect, ostium primum type"	TLL1
"Atrial septal defect, sinus venosus type"	CITED2
"Atrial septal defect, ostium secundum type"	ACTC1
"Atrial septal defect, ostium secundum type"	GATA4
"Atrial septal defect, ostium secundum type"	MYH6
"Atrial septal defect, ostium secundum type"	NKX2-5
"Atrial septal defect, ostium secundum type"	TBX20
"Atrial septal defect, ostium secundum type"	TLL1
"Atrial septal defect, ostium secundum type"	CITED2
"Atrial septal defect, ostium secundum type"	GATA6
Lymphedema-posterior choanal atresia syndrome	PTPN14
Familial medullary thyroid carcinoma	ESR2
Familial medullary thyroid carcinoma	NTRK1
Familial medullary thyroid carcinoma	RET
"Primary dystonia, DYT2 type"	HPCA
Complete androgen insensitivity syndrome	AR
Metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria	IDH1
Menke-Hennekam syndrome	CREBBP
GNAO1-related developmental delay-seizures-movement disorder spectrum	GNAO1
TRAF7-associated heart defect-digital anomalies-facial dysmorphism-motor and speech delay syndrome	TRAF7
Leber plus disease	MT-ND4
Leber plus disease	MT-ND6
Leber plus disease	MT-ND3
Pituitary gigantism	AIP
Pituitary gigantism	MEN1
Congenital-onset Steinert myotonic dystrophy	DMPK
Juvenile-onset Steinert myotonic dystrophy	DMPK
Childhood-onset Steinert myotonic dystrophy	DMPK
Late-onset Steinert myotonic dystrophy	DMPK
Adult-onset Steinert myotonic dystrophy	DMPK
Early-onset obesity-hyperphagia-severe developmental delay syndrome	NTRK2
PHIP-related behavioral problems-intellectual disability-obesity-dysmorphic features syndrome	PHIP
Choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome	KMT2D
Kostmann syndrome	HAX1
Embryonal rhabdomyosarcoma	SLC22A18
Embryonal rhabdomyosarcoma	TP53
Embryonal rhabdomyosarcoma	NF1
Embryonal rhabdomyosarcoma	DICER1
Alveolar rhabdomyosarcoma	FOXO1
Alveolar rhabdomyosarcoma	PAX3
Alveolar rhabdomyosarcoma	PAX7
Alveolar rhabdomyosarcoma	NF1
Alveolar rhabdomyosarcoma	TP53
Myotonia fluctuans	SCN4A
Isolated sulfite oxidase deficiency	SUOX
Myotonia permanens	SCN4A
Acetazolamide-responsive myotonia	SCN4A
King-Denborough syndrome	RYR1
Amish lethal microcephaly	SLC25A19
Familial focal epilepsy with variable foci	DEPDC5
Familial focal epilepsy with variable foci	NPRL2
Familial focal epilepsy with variable foci	NPRL3
Landau-Kleffner syndrome	GRIN2A
Hypohidrotic ectodermal dysplasia with immunodeficiency	IKBKG
Hypohidrotic ectodermal dysplasia with immunodeficiency	NFKBIA
Paroxysmal exertion-induced dyskinesia	SLC2A1
Paroxysmal exertion-induced dyskinesia	PRRT2
Paroxysmal non-kinesigenic dyskinesia	PNKD
Paroxysmal non-kinesigenic dyskinesia	PRRT2
Paroxysmal kinesigenic dyskinesia	PRRT2
Paroxysmal kinesigenic dyskinesia	KCNA1
Autosomal dominant dopa-responsive dystonia	GCH1
Autosomal dominant dopa-responsive dystonia	NR4A2
Autosomal dominant dopa-responsive dystonia	IMPDH2
"Primary dystonia, DYT13 type"	DYT13
Primary mediastinal large B-cell lymphoma	BCL6
Primary mediastinal large B-cell lymphoma	XPO1
Acute undifferentiated leukemia	KMT2A
Acute myeloblastic leukemia without maturation	FLT3
Acute myeloblastic leukemia without maturation	NPM1
Acute myeloblastic leukemia with maturation	FLT3
Acute myeloblastic leukemia with maturation	KIT
Acute myeloblastic leukemia with maturation	NPM1
Acute myeloid leukemia with 11q23 abnormalities	KMT2A
Acute myeloid leukemia with minimal differentiation	FLT3
Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	FLT3
Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	MYH11
Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	CBFB
Acute myeloid leukemia with abnormal bone marrow eosinophils inv(16)(p13q22) or t(16;16)(p13;q22)	KIT
Unclassified myelodysplastic syndrome	GATA2
Myelodysplastic neoplasm with low blasts	TET2
Chronic myelomonocytic leukemia	ETV6
Chronic myelomonocytic leukemia	ASXL1
Chronic myelomonocytic leukemia	SRSF2
Atypical chronic myeloid leukemia	CSF3R
Autosomal dominant Emery-Dreifuss muscular dystrophy	LMNA
Autosomal dominant Emery-Dreifuss muscular dystrophy	SYNE1
Autosomal dominant Emery-Dreifuss muscular dystrophy	TMEM43
Autosomal dominant Emery-Dreifuss muscular dystrophy	SYNE2
Aggressive systemic mastocytosis	TET2
Aggressive systemic mastocytosis	SRSF2
Aggressive systemic mastocytosis	ASXL1
Aggressive systemic mastocytosis	RUNX1
Aggressive systemic mastocytosis	CBL
Systemic mastocytosis with associated hematologic neoplasm	KIT
Systemic mastocytosis with associated hematologic neoplasm	TET2
Systemic mastocytosis with associated hematologic neoplasm	SRSF2
Systemic mastocytosis with associated hematologic neoplasm	ASXL1
"Classic Hodgkin lymphoma, nodular sclerosis type"	KLHDC8B
Intravascular large B-cell lymphoma	BCL6
Intravascular large B-cell lymphoma	BCL2
Lymphomatoid papulosis	TYK2
Lymphomatoid papulosis	NPM1
"Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies"	RHOA
Mixed phenotype acute leukemia with t(v;11q23.3)	FLT3
Mixed phenotype acute leukemia with t(v;11q23.3)	KMT2A
Mixed phenotype acute leukemia with t(v;11q23.3)	AFF1
Southeast Asian ovalocytosis	SLC4A1
Congenital dyserythropoietic anemia type I	CDAN1
Congenital dyserythropoietic anemia type I	CDIN1
Dystonia 28	KMT2B
Congenital dyserythropoietic anemia type III	KIF23
Congenital dyserythropoietic anemia type III	RACGAP1
Mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2)	FLT3
Mixed phenotype acute leukemia with t(9;22)(q34.1;q11.2)	KMT2A
X-linked Emery-Dreifuss muscular dystrophy	EMD
X-linked Emery-Dreifuss muscular dystrophy	FHL1
Spinocerebellar ataxia type 45	FAT2
"GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder"	GRIN2B
Short stature-skeletal dysplasia-retinal degeneration-intellectual disability-sensorineural hearing loss syndrome	PISD
Spondylometaphyseal dysplasia-corneal dystrophy syndrome	PLCB3
Spinocerebellar ataxia type 46	PLD3
PUM1-associated developmental disability-ataxia-seizure syndrome	PUM1
Autosomal recessive Emery-Dreifuss muscular dystrophy	LMNA
Charcot-Marie-Tooth disease type 2B1	LMNA
Familial dysfibrinogenemia	FGA
Familial dysfibrinogenemia	FGB
Familial dysfibrinogenemia	FGG
Familial afibrinogenemia	FGA
Familial afibrinogenemia	FGB
Familial afibrinogenemia	FGG
Bleeding diathesis due to glycoprotein VI deficiency	GP6
Congenital dyserythropoietic anemia type II	SEC23B
Oculopharyngodistal myopathy	NOTCH2NLC
Oculopharyngodistal myopathy	LRP12
Oculopharyngodistal myopathy	GIPC1
Oculopharyngodistal myopathy	RILPL1
Becker muscular dystrophy	DMD
Duchenne muscular dystrophy	DMD
Duchenne muscular dystrophy	LTBP4
Amish nemaline myopathy	TNNT1
Bilateral perisylvian polymicrogyria	SRPX2
Bilateral perisylvian polymicrogyria	ADGRG1
Bilateral perisylvian polymicrogyria	PI4KA
Early-onset X-linked optic atrophy	OPA2
Periventricular nodular heterotopia	ARFGEF2
Periventricular nodular heterotopia	FLNA
Periventricular nodular heterotopia	ERMARD
Periventricular nodular heterotopia	NEDD4L
Periventricular nodular heterotopia	TMTC3
Periventricular nodular heterotopia	ARF1
Periventricular nodular heterotopia	MAP1B
"Late-onset distal myopathy, Markesbery-Griggs type"	LDB3
Distal myotilinopathy	MYOT
Presynaptic congenital myasthenic syndromes	CHAT
Presynaptic congenital myasthenic syndromes	AGRN
Presynaptic congenital myasthenic syndromes	SLC25A1
Presynaptic congenital myasthenic syndromes	SNAP25
Presynaptic congenital myasthenic syndromes	SYT2
Presynaptic congenital myasthenic syndromes	MYO9A
Presynaptic congenital myasthenic syndromes	SLC5A7
Presynaptic congenital myasthenic syndromes	VAMP1
Presynaptic congenital myasthenic syndromes	SLC18A3
Presynaptic congenital myasthenic syndromes	COL13A1
Postsynaptic congenital myasthenic syndromes	RAPSN
Postsynaptic congenital myasthenic syndromes	SCN4A
Postsynaptic congenital myasthenic syndromes	CHRNA1
Postsynaptic congenital myasthenic syndromes	CHRNB1
Postsynaptic congenital myasthenic syndromes	CHRND
Postsynaptic congenital myasthenic syndromes	CHRNE
Postsynaptic congenital myasthenic syndromes	DOK7
Postsynaptic congenital myasthenic syndromes	MUSK
Postsynaptic congenital myasthenic syndromes	LRP4
Postsynaptic congenital myasthenic syndromes	AGRN
Postsynaptic congenital myasthenic syndromes	AK9
Postsynaptic congenital myasthenic syndromes	COL13A1
Acute inflammatory demyelinating polyradiculoneuropathy	PMP22
Synaptic congenital myasthenic syndromes	COLQ
Synaptic congenital myasthenic syndromes	LAMB2
Congenital myopathy with excess of thin filaments	ACTA1
Congenital multicore myopathy with external ophthalmoplegia	RYR1
Neutral lipid storage disease with myopathy	PNPLA2
Neutral lipid storage disease with ichthyosis	ABHD5
Desminopathy	DES
"Multiple system atrophy, parkinsonian type"	COQ2
Huntington disease-like 2	JPH3
Spinal muscular atrophy with respiratory distress type 1	IGHMBP2
Coloboma of choroid and retina	ACTG1
Coloboma of choroid and retina	FZD5
Coloboma of choroid and retina	SALL2
Coloboma of choroid and retina	ABCB6
Coloboma of choroid and retina	PAX6
Colobomatous microphthalmia	SHH
Colobomatous microphthalmia	STRA6
Colobomatous microphthalmia	VSX2
Colobomatous microphthalmia	GDF6
Colobomatous microphthalmia	GDF3
Colobomatous microphthalmia	ABCB6
Colobomatous microphthalmia	TENM3
Colobomatous microphthalmia	RBP4
Colobomatous microphthalmia	SOX2
Colobomatous microphthalmia	SIX6
Colobomatous microphthalmia	OTX2
Colobomatous microphthalmia	RAX
Colobomatous microphthalmia	ALDH1A3
Colobomatous microphthalmia	PORCN
Complete cryptophthalmia	FREM2
Coloboma of optic disc	FZD5
Coloboma of optic disc	SALL2
Coloboma of optic disc	ABCB6
Coloboma of optic disc	PAX6
Coloboma of macula	FZD5
Coloboma of macula	SALL2
Coloboma of macula	ABCB6
Coloboma of macula	PAX6
Coloboma of eyelid	FZD5
Coloboma of eyelid	SALL2
Coloboma of eyelid	ABCB6
Coloboma of eyelid	PAX6
Coloboma of eye lens	FZD5
Coloboma of eye lens	SALL2
Coloboma of eye lens	ABCB6
Coloboma of eye lens	PAX6
Coloboma of iris	ACTG1
Coloboma of iris	FZD5
Coloboma of iris	SALL2
Coloboma of iris	ABCB6
Coloboma of iris	PAX6
Gelatinous drop-like corneal dystrophy	TACSTD2
Epithelial basement membrane dystrophy	TGFBI
Meesmann corneal dystrophy	KRT12
Meesmann corneal dystrophy	KRT3
Lattice corneal dystrophy type I	TGFBI
Granular corneal dystrophy type II	TGFBI
Granular corneal dystrophy type I	TGFBI
Reis-Bücklers corneal dystrophy	TGFBI
Thiel-Behnke corneal dystrophy	TGFBI
Posterior polymorphous corneal dystrophy	VSX1
Posterior polymorphous corneal dystrophy	ZEB1
Posterior polymorphous corneal dystrophy	COL8A2
Posterior polymorphous corneal dystrophy	OVOL2
Posterior polymorphous corneal dystrophy	GRHL2
Fuchs endothelial corneal dystrophy	SLC4A11
Fuchs endothelial corneal dystrophy	ZEB1
Fuchs endothelial corneal dystrophy	COL8A2
Fuchs endothelial corneal dystrophy	TCF4
Fuchs endothelial corneal dystrophy	AGBL1
Schnyder corneal dystrophy	UBIAD1
Macular corneal dystrophy	CHST6
Fleck corneal dystrophy	PIKFYVE
Congenital glaucoma	CYP1B1
Congenital glaucoma	MYOC
Congenital glaucoma	LTBP2
Congenital glaucoma	TEK
Juvenile glaucoma	CYP1B1
Juvenile glaucoma	MYOC
Juvenile glaucoma	EFEMP1
Axenfeld anomaly	PITX2
Axenfeld anomaly	FOXC1
Early-onset anterior polar cataract	CRYAA
Early-onset anterior polar cataract	CRYBB3
Early-onset anterior polar cataract	CRYGB
Early-onset anterior polar cataract	CRYBA2
Coralliform cataract	CRYGD
Cerulean cataract	CRYBB2
Cerulean cataract	CRYGD
Cerulean cataract	MIP
Cerulean cataract	MAF
Pulverulent cataract	BFSP2
Pulverulent cataract	CRYBB2
Pulverulent cataract	CRYGC
Pulverulent cataract	CRYGD
Pulverulent cataract	GJA3
Pulverulent cataract	GJA8
Pulverulent cataract	CRYBB1
Pulverulent cataract	MAF
Pulverulent cataract	VIM
Early-onset sutural cataract	BFSP2
Early-onset sutural cataract	CRYBA1
Early-onset sutural cataract	CRYBB2
Early-onset sutural cataract	GJA8
Early-onset sutural cataract	MIP
Early-onset sutural cataract	CRYGS
Early-onset nuclear cataract	WFS1
Early-onset nuclear cataract	CRYAA
Early-onset nuclear cataract	CRYAB
Early-onset nuclear cataract	CRYBA1
Early-onset nuclear cataract	CRYBB2
Early-onset nuclear cataract	CRYBB3
Early-onset nuclear cataract	CRYGC
Early-onset nuclear cataract	CRYGD
Early-onset nuclear cataract	GJA3
Early-onset nuclear cataract	GJA8
Early-onset nuclear cataract	MIP
Early-onset nuclear cataract	CRYBB1
Early-onset nuclear cataract	NHS
Early-onset nuclear cataract	BFSP1
Early-onset nuclear cataract	EPHA2
Early-onset nuclear cataract	FYCO1
Early-onset nuclear cataract	UNC45B
Early-onset nuclear cataract	CRYBA2
Total early-onset cataract	CRYAA
Total early-onset cataract	CRYBB2
Total early-onset cataract	GJA8
Total early-onset cataract	HSF4
Total early-onset cataract	MIP
Total early-onset cataract	NHS
Total early-onset cataract	LIM2
Total early-onset cataract	EPHA2
Total early-onset cataract	FYCO1
Total early-onset cataract	AGK
Total early-onset cataract	CRYGB
Total early-onset cataract	GCNT2
Total early-onset cataract	LSS
Total early-onset cataract	PGRMC1
Total early-onset cataract	LEMD2
Total early-onset cataract	DNMBP
Total early-onset cataract	SIPA1L3
Early-onset posterior polar cataract	PITX3
Early-onset posterior polar cataract	CRYAB
Early-onset posterior polar cataract	CRYBA1
Early-onset posterior polar cataract	GJA3
Early-onset posterior polar cataract	MIP
Early-onset posterior polar cataract	CHMP4B
Early-onset posterior polar cataract	EPHA2
Early-onset posterior polar cataract	PANK4
Butterfly-shaped pigment dystrophy	PRPH2
Butterfly-shaped pigment dystrophy	OTX2
Butterfly-shaped pigment dystrophy	CTNNA1
Reticular dystrophy of the retinal pigment epithelium	RCBTB1
Adult-onset foveomacular vitelliform dystrophy	PRPH2
Adult-onset foveomacular vitelliform dystrophy	BEST1
Adult-onset foveomacular vitelliform dystrophy	IMPG2
Adult-onset foveomacular vitelliform dystrophy	IMPG1
Multifocal pattern dystrophy simulating fundus flavimaculatus	PRPH2
Spastic paraplegia type 7	SPG7
X-linked Charcot-Marie-Tooth disease type 5	PRPS1
Spastic paraplegia type 2	PLP1
B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality	PDGFRA
B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality	FOXP1
B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	CDKN2A
B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	ABL1
B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	BCR
B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	IKZF1
B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	TP53
B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	FLT3
B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)	HLA-C
B-lymphoblastic leukemia/lymphoma with hyperdiploidy	GATA3
B-lymphoblastic leukemia/lymphoma with hyperdiploidy	PIP4K2A
B-lymphoblastic leukemia/lymphoma with t(v;11q23.3)	KMT2A
B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1)	ETV6
Adult-onset autosomal dominant leukodystrophy	LMNB1
B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3)	TCF3
B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3)	PBX1
B-lymphoblastic leukemia/lymphoma with t(5;14)(q31.1;q32.3)	IGH
Congenitally uncorrected transposition of the great arteries with coarctation	CFC1
Autosomal recessive isolated optic atrophy	YME1L1
Autosomal recessive isolated optic atrophy	ACO2
Autosomal recessive isolated optic atrophy	RTN4IP1
Autosomal recessive isolated optic atrophy	MCAT
"Autosomal dominant optic atrophy, classic form"	OPA1
"Autosomal dominant optic atrophy, classic form"	DNM1L
Rare isolated myopia	SCO2
Rare isolated myopia	P3H2
Rare isolated myopia	LRPAP1
Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency	PSAT1
Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency	PHGDH
Neu-Laxova syndrome due to 3-phosphoserine phosphatase deficiency	PSPH
Angelman syndrome due to paternal uniparental disomy of chromosome 15	UBE3A
Angelman syndrome due to maternal 15q11q13 deletion	UBE3A
Angelman syndrome due to maternal 15q11q13 deletion	OCA2
Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16	HBA2
Alpha-thalassemia-intellectual disability syndrome linked to chromosome 16	HBA1
"Primary dystonia, DYT6 type"	THAP1
"Primary dystonia, DYT4 type"	TUBB4A
Autosomal dominant nocturnal frontal lobe epilepsy	CHRNA4
Autosomal dominant nocturnal frontal lobe epilepsy	CHRNA2
Autosomal dominant nocturnal frontal lobe epilepsy	CHRNB2
Autosomal dominant nocturnal frontal lobe epilepsy	KCNT1
Autosomal dominant nocturnal frontal lobe epilepsy	DEPDC5
Autosomal dominant nocturnal frontal lobe epilepsy	CRH
Autosomal dominant nocturnal frontal lobe epilepsy	CABP4
Spinocerebellar ataxia type 27	FGF14
Spinocerebellar ataxia type 14	PRKCG
Spinocerebellar ataxia type 5	SPTBN2
Spinocerebellar ataxia type 4	PLEKHG4
Spinocerebellar ataxia type 8	ATXN8
Spinocerebellar ataxia type 8	ATXN8OS
Spinocerebellar ataxia type 17	TBP
Spinocerebellar ataxia type 12	PPP2R2B
Spinocerebellar ataxia type 10	ATXN10
Spinocerebellar ataxia type 19/22	KCND3
Spinocerebellar ataxia type 18	IFRD1
Spinocerebellar ataxia type 21	TMEM240
Spinocerebellar ataxia type 13	KCNC3
Spinocerebellar ataxia type 11	TTBK2
Spinocerebellar ataxia type 15/16	ITPR1
QRICH1-related intellectual disability-chondrodysplasia syndrome	QRICH1
Lethal brain and heart developmental defects	SIRT6
Spinocerebellar ataxia type 1	ATXN1
Spinocerebellar ataxia type 2	ATXN2
Spinocerebellar ataxia type 6	CACNA1A
Cramp-fasciculation syndrome	TRPA1
Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15	SNRPN
Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15	MAGEL2
Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15	NDN
Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15	OCA2
Partial atrioventricular septal defect with ventricular hypoplasia	GATA4
Partial atrioventricular septal defect without ventricular hypoplasia	CRELD1
Complete atrioventricular septal defect without ventricular hypoplasia	MEF2C
Cathepsin A-related arteriopathy-strokes-leukoencephalopathy	CTSA
NLRC4-related familial cold autoinflammatory syndrome	NLRC4
SATB2-associated syndrome due to a pathogenic variant	SATB2
Autosomal recessive mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency	JAK1
Predisposition to severe viral infection due to IRF7 deficiency	IRF7
Brachydactyly type B1	ROR2
Blepharophimosis-ptosis-epicanthus inversus syndrome type 2	FOXL2
Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia	OAS1
Hereditary combined deficiency of vitamin K-dependent clotting factors	GGCX
Hereditary combined deficiency of vitamin K-dependent clotting factors	VKORC1
RFVT2-related riboflavin transporter deficiency	SLC52A2
RFVT3-related riboflavin transporter deficiency	SLC52A3
Microcephaly-short stature-limb abnormalities syndrome	DONSON
WARS2-related combined oxidative phosphorylation defect	WARS2
Microcephaly-micromelia syndrome	DONSON
Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome	MACF1
Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome	CEP85L
Blepharophimosis-ptosis-epicanthus inversus syndrome plus	FOXL2
Blepharophimosis-ptosis-epicanthus inversus syndrome type 1	FOXL2
QRSL1-related combined oxidative phosphorylation defect	QRSL1
Galactose mutarotase deficiency	GALM
Bartter syndrome type 5	MAGED2
Myopathic intestinal pseudoobstruction	ACTG2
Tropical pancreatitis	SPINK1
Tropical pancreatitis	CTRC
Congenital sodium diarrhea	GUCY2C
Congenital sodium diarrhea	SLC9A3
Trehalase deficiency	TREH
Acute myeloid leukemia with t(8;21)(q22;q22) translocation	RUNX1
Acute myeloid leukemia with t(8;21)(q22;q22) translocation	FLT3
Acute myeloid leukemia with t(8;21)(q22;q22) translocation	CEBPA
Acute myeloid leukemia with t(8;21)(q22;q22) translocation	RUNX1T1
Acute myeloid leukemia with t(8;21)(q22;q22) translocation	KIT
Classic lissencephaly	APC2
Familial isolated congenital asplenia	NKX2-5
Familial isolated congenital asplenia	RPSA
"Early-onset severe Hermansky-Pudlak syndrome with hearing loss, due to AP3D1 deficiency"	AP3D1
Autosomal recessive dopa-responsive dystonia	TH
Autosomal recessive dopa-responsive dystonia	TSPOAP1
Hermansky-Pudlak syndrome due to AP3B1 deficiency	AP3B1
Spinocerebellar ataxia type 25	SCA25
Spinocerebellar ataxia type 25	PNPT1
Spinocerebellar ataxia type 26	EEF2
Spinocerebellar ataxia type 28	AFG3L2
Gingival fibromatosis-aortic root dilatation-facial dysmorphism-intellectual disability syndrome	KCNMA1
Spinocerebellar ataxia type 20	SCA20
Spinocerebellar ataxia type 23	PDYN
Neurodevelopmental disorder-slit-like lateral ventricles-intellectual disability syndrome	SLC4A10
Brain abnormalities-severe developmental delay-facial dysmorphism-intellectual disability syndrome due to MEF2C mutation	MEF2C
EBV-induced lymphoproliferative disease due to TET2 deficiency	TET2
EBV-induced lymphoproliferative disease due to CD137 deficiency	TNFRSF9
EBV-induced lymphoproliferative disease due to PRKCD deficiency	PRKCD
EBV-induced lymphoproliferative disease due to RASGRP1 deficiency	RASGRP1
Charcot-Marie-Tooth disease type 1F	NEFL
X-linked hyper-IgM syndrome	CD40LG
Charcot-Marie-Tooth disease type 1A	PMP22
Charcot-Marie-Tooth disease type 1B	MPZ
Charcot-Marie-Tooth disease type 1C	LITAF
Charcot-Marie-Tooth disease type 1D	EGR2
X-linked Charcot-Marie-Tooth disease type 4	AIFM1
Neurodevelopmental delay-congenital heart defects-intellectual disability syndrome	SPEN
NESCAV syndrome	KIF1A
Mucopolysaccharidosis type 10	ARSK
Neurodevelopmental delay-brain malformations-skeletal defects-intellectual disability syndrome	HNRNPH1
X-linked Charcot-Marie-Tooth disease type 1	GJB1
Charcot-Marie-Tooth disease type 2H	GDAP1
Cardiac anomalies-short stature-joint hypermobility-facial dysmorphism syndrome due to TAB2 mutation	TAB2
Charcot-Marie-Tooth disease type 2B2	PNKP
6q25.1 microdeletion syndrome	TAB2
Autosomal recessive Charcot-Marie-Tooth disease with hoarseness	GDAP1
Motor delay-microcephaly-speech impairment-ocular abnormalities syndrome	ARPC4
Hyper-IgM syndrome type 3	CD40
Hyper-IgM syndrome type 2	AICDA
Intellectual disability-speech delay-dysmorphic features-T cell abnormalities syndrome	BCL11B
Hyper-IgM syndrome type 5	UNG
Anastomosing haemangioma	GNAQ
Anastomosing haemangioma	GNA14
Anastomosing haemangioma	GNA11
Spinocerebellar ataxia type 27B	FGF14
Familial hypocalciuric hypercalcemia type 2	GNA11
Familial hypocalciuric hypercalcemia type 3	AP2S1
Familial hypofibrinogenemia	FGA
Familial hypofibrinogenemia	FGB
Familial hypofibrinogenemia	FGG
Autosomal dominant epilepsy with auditory features	RELN
Autosomal dominant epilepsy with auditory features	LGI1
Autosomal dominant epilepsy with auditory features	DEPDC5
Congenital stromal corneal dystrophy	DCN
Severe congenital neutropenia-developmental delay-pancreatic insufficiency syndrome due to SRP54 deficiency	SRP54
Bilateral frontoparietal polymicrogyria	PTEN
Bilateral frontoparietal polymicrogyria	ADGRG1
TLR8-related inflammation-severe neutropenia-bone marrow failure-lymphoproliferation syndrome	TLR8
Situs inversus totalis	ANKS3
Situs inversus totalis	NME7
Situs inversus totalis	CITED2
Situs inversus totalis	NODAL
Situs inversus totalis	CFAP53
Situs inversus totalis	CFAP52
Situs inversus totalis	MMP21
Situs inversus totalis	PKD1L1
Situs inversus totalis	DNAH9
Situs inversus totalis	CIROP
Breast implant-associated anaplastic large cell lymphoma	JAK1
Breast implant-associated anaplastic large cell lymphoma	JAK2
Breast implant-associated anaplastic large cell lymphoma	STAT3
Cleft hard palate	GRHL3
Cleft hard palate	UBB
Autosomal dominant spastic paraplegia type 29	SPG29
Autosomal spastic paraplegia type 30	KIF1A
Autosomal dominant spastic paraplegia type 31	REEP1
Romano-Ward syndrome	TRDN
Romano-Ward syndrome	KCNH2
Romano-Ward syndrome	KCNQ1
Romano-Ward syndrome	CAV3
Romano-Ward syndrome	ANK2
Romano-Ward syndrome	KCNE1
Romano-Ward syndrome	KCNE2
Romano-Ward syndrome	SCN5A
Romano-Ward syndrome	AKAP9
Romano-Ward syndrome	SCN4B
Romano-Ward syndrome	SNTA1
Romano-Ward syndrome	KCNJ5
Romano-Ward syndrome	NOS1AP
Romano-Ward syndrome	CALM1
Romano-Ward syndrome	CALM2
Romano-Ward syndrome	SCN10A
Romano-Ward syndrome	TBX5
Romano-Ward syndrome	CACNA1C
Romano-Ward syndrome	CALM3
